VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,2,6,350,120000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,12,95,-2, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,2,4,266,75000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,2,3,240,48000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,2,3,200,16000, ,5,6,0,0,0,0,1,0,0,0,0,0, ,2,21,64,102,259,356
 ,9,6,135,50000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,8,7,200,100000, ,4,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,251,344
 ,4,4,220,1500, ,9,9,0,0,0,0,0,0,1,0,0,0, ,2,21,64,100,255,350
 ,5,1,108,55000, ,6,9,0,0,0,0,1,0,0,0,1,0,电,2,21,61,97,245,338
 ,2,4,120,70000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,348
 ,3,4,200,60000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,5,4,130,0, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,7,4,300,50000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,4,200,40000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,3,200,10000, ,3,3,0,0,0,0,0,0,0,0,0,0,电,2,21,62,98,247,340
 ,1,1,30,4800, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,1,350,40000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,6,130,40000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,1,4,200,45000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,5,4,240,-2, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,4,3,300,0, ,8,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,6,1,80,30000,.75,4,4,1,0,0,0,0,0,0,0,1,1, ,2,21,62,98,247,340
 ,3,1,300,30000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,2,4,180,30000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,3,4,170,60000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,3,900,200000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,6,120,30000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,1,3,80,4700, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,3,3,120,50000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,4,4,87,150000, ,7,8,0,0,0,0,1,1,0,0,0,0, ,1,21,63,99,252,345
 ,2,4,200,50000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,4,50,25000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,4,14,87,30000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,4,200,80000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,3,4,100,20000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,10,80,36000, ,4,7,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,6,1,150,20000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,1,40,60000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,6,9,300,10000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,5,10,80,40000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,4,80,100000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,2,4,200,24000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,3,6,90,60000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,8,7,80,80000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,4,300,80000, ,4,7,0,0,0,0,0,0,1,0,0,0, ,2,21,64,100,255,349
 ,3,7,80,80000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,2,4,90,20000, ,4,5,0,0,0,0,0,0,0,0,0,1, ,2,21,64,102,259,356
 ,2,4,65,5000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,5,4,100,20000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,-1,4,60,30000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,1,1,60,12000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,2,4,100,10000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,4,4,150,60000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,3,4,78,22000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,3,5,240,40000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,4,6,200,120000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,2,1,160,450, ,7,8,0,0,0,0,1,0,0,0,0,0, ,2,21,61,97,245,338
 ,2,1,80,4000, ,3,3,0,0,0,0,0,0,0,0,0,1,电,2,21,64,101,256,351
 ,2,7,300,80000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,1,4,100,3000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,3,4,60,50000, ,7,8,0,0,0,0,1,0,0,0,1,0, ,1,21,63,99,253,346
 ,3,6,78,66000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,7,70,44000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,6,1,400,80000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,21,62,98,249,342
 ,3,5,75,50000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,251,344
 ,3,9,69,40000, ,8,9,0,0,0,0,0,0,1,0,0,0, ,1,21,64,100,254,347
 ,2,1,250,20000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,1,4,180,10000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,64,102,260,357
 ,5,4,100,35000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,4,80,30000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,4,6,95,30000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,5,1,260,15000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,1,3,300,50000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,1,3,60,30000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,3,1,120,40000, ,4,5,0,0,0,0,1,0,0,0,0,1,电,2,21,64,101,256,351
 ,4,1,130,40000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,5,3,210,-2, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,3,200,30000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,1,1,120,5000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,5,6,70,14000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,4,150,20000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,3,130,50000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,1,10,110,50000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,3,6,60,50000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,5,6,147,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,21,64,100,254,348
 ,5,4,150,50000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,4,83,15000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,1,9,80,120000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,2,4,54,40000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,250,343
 ,5,3,180,35000, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,357
 ,3,11,86,150000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,4,3,210,12000, ,8,9,0,0,0,0,1,0,0,0,0,0,电,2,21,61,97,245,338
 ,5,1,250,-2, ,7,9,0,0,0,0,1,0,0,0,0,0,电,1,21,62,98,249,342
 ,3,3,100,35000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,1,1,60,60000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,2,4,150,180000, ,5,7,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,4,4,240,20000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,21,64,101,257,353
 ,2,3,60,20000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,250,343
 ,2,3,72,12000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,3,200,20000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,11,1,400,106000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,3,150,10000, ,6,9,0,0,0,0,0,0,1,0,0,0, ,2,21,64,100,255,349
 ,2,3,80,60000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,2,21,61,97,245,338
 ,5,7,50,90000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,1,10,75,30000, ,5,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,2,6,60,30000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,6,4,80,30000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,1,6,50,48000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,1,240,55000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,3,3,100,35000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,2,4,220,50000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,1,350,20000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,3,80,60000, ,2,3,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,2,1,180,3000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,3,3,140,10000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,4,150,20000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,1,90,35000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,2,3,65,8000,.730000019073486,7,8,1,0,0,0,1,0,0,0,0,0, ,1,21,64,102,260,357
 ,1,1,35,18000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,5,3,90,50000, ,6,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,5,7,200,85000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,3,400,5000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,4,4,216,20000, ,4,7,0,0,0,0,1,0,0,0,0,0, ,1,21,64,101,257,354
 ,3,6,73,50000, ,4,6,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,348
 ,1,4,35,400000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,3,102,30000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,4,130,40000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,3,1,140,44040, ,5,7,0,0,0,0,0,0,1,0,0,1, ,1,21,63,99,253,346
 ,3,4,110,50000, ,8,9,0,0,1,0,0,1,0,0,0,0,电,1,21,64,101,257,354
 ,3,3,14,50000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,1,120,40000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,3,4,160,50000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,3,80,10000, ,3,8,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,357
 ,2,10,87,60000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,4,450,30000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,4,10,150,150000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,3,4,60,70000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,1,4,65,20000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,5,1,120,37000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,2,4,40,18000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,6,300,400000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,4,3,100,120000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,4,4,120,10000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,3,4,180,100000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,1,3,220,60000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,3,1,150,100000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,1,1,70,100000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,4,1,90,60000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,4,160,10000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,3,1,140,100000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,3,200,98000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,4,3,120,20000, ,7,8,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,3,11,86,50000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,3,6,56,30000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,4,330,30000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,8,3,159,100000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,2,6,300,30000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,3,105,50000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,4,7,78,60000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,5,12,100,80000, ,5,5,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,242,335
 ,5,3,70,20000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,1,4,100,200000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,3,10,100,70000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,3,4,400,-1, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,1,45,-2,.5,3,3,1,0,0,0,1,0,0,0,0,0,电,1,21,64,101,257,354
 ,2,4,15,60000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,3,95,30000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,5,4,90,80000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,258,355
 ,3,3,120,30000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,3,3,360,75000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,6,4,200,-2, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,1,3,20,-2, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,5,4,250,-2, ,6,5,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,243,336
 ,3,6,150,200000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,2,3,120,35000, ,7,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,101,257,354
 ,2,4,240,80000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,4,280,50000, ,7,9,0,0,1,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,4,1,220,60000, ,6,8,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,248,341
 ,3,3,90,37000, ,1,2,0,0,0,0,0,1,0,0,0,0, ,1,21,64,100,254,347
 ,2,4,200,20000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,4,3,234,100000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,6,70,50000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,3,4,90,40000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,2,3,120,28000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,3,3,180,7000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,3,6,148,100000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,5,1,110,-3, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,4,4,320,8000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,6,4,300,80000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,5,1,200,80000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,5,3,220,40000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,21,62,98,249,342
 ,4,7,230,50000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,1,100,0, ,5,6,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,3,9,88,20000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,4,12,107,120000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,4,86,5000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,12,120,100000, ,9,9,0,0,0,0,0,0,0,0,0,0,电,1,21,64,101,257,352
 ,1,3,300,0, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,258,355
 ,6,3,300,80000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,3,4,79,25000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,242,335
 ,3,1,35,7500, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,5,1,98,20000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,5,3,300,40000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,1,300,10000, ,9,7,0,0,0,0,1,0,0,0,0,0, ,1,21,62,98,249,342
 ,3,11,400,90000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,5,1,250,30200, ,5,7,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,243,336
 ,2,1,44,30000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,4,165,35000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,3,7,270,27000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,2,3,174,24000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,3,100,5000, ,5,6,0,0,0,0,0,0,0,0,0,1, ,2,21,64,101,256,351
 ,2,3,240,8000, ,5,9,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,247,340
 ,6,1,120,40000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,5,4,120,50000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,2,3,80,10000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,4,3,140,50000, ,5,9,0,0,0,0,0,0,0,0,0,1,电,2,21,62,98,247,340
 ,1,4,80,6000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,4,12,98,-2, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,242,335
 ,1,4,300,4500, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,2,4,90,10000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,5,6,220,200000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,1,3,100,19000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,6,4,110,150000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,1,3,100,20000, ,5,6,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,2,3,85,24000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,242,335
 ,4,3,300,30000, ,6,8,0,0,0,0,1,0,0,0,0,1, ,2,21,62,98,247,340
 ,3,4,100,60000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,4,220,15000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,5,3,150,-2, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,4,180,20000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,4,9,310,100000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,6,4,100,40000, ,4,5,0,0,0,0,0,0,0,0,0,1, ,2,21,64,102,259,356
 ,4,3,120,25000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,4,100,25000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,4,78,40800, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,5,4,120,50000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,4,4,150,20000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,2,21,64,101,257,353
 ,8,4,200,10000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,4,450,50000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,4,260,12000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,2,21,64,101,257,353
 ,1,1,40,12000, ,7,9,0,0,0,0,1,0,0,0,0,0,电,1,21,64,101,257,352
 ,2,4,89,65000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,3,3,450,20000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,4,4,300,40000, ,7,9,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,5,6,250,35000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,1,200,45000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,3,3,140,10000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,3,3,120,30000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,4,180,100000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,1,3,130,600, ,1,1,0,0,0,0,0,0,0,0,1,0, ,2,21,64,102,259,356
 ,3,3,150,20000, ,7,5,0,0,0,0,1,0,0,0,0,0, ,2,21,64,102,259,356
 ,5,1,80,40000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,1,105,10000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,1,140,50000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,5,6,350,24000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,8,6,600,33000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,4,4,142,15000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,4,3,100,20000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,2,3,85,10000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,3,3,240,120000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,4,260,35000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,5,3,170,30000, ,5,6,0,0,0,0,0,0,1,0,0,0, ,2,21,64,100,255,349
 ,2,1,100,6000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,4,3,120,55000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,4,200,20000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,6,4,117,40000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,2,1,100,2000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,5,120,5000, ,5,4,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,357
 ,1,4,360,-3, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,3,4,130,20000, ,5,9,0,0,0,0,0,0,1,0,0,0, ,2,21,64,100,255,349
 ,2,4,160,20000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,6,200,10000,.5,9,9,1,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,1,2,160,0, ,8,9,0,0,0,0,0,0,0,0,0,0,电,2,21,64,101,257,353
 ,3,6,100,82040, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,5,6,140,-2, ,4,9,0,0,0,0,1,0,0,0,0,0, ,2,21,61,97,244,337
 ,5,3,200,30000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,1,75,1680, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,3,3,180,50000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,5,7,230,45000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,1,1,240,80000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,5,3,50,100000, ,9,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,102,259,356
 ,2,1,150,40000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,3,1,80,10000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,2,2,230,2000, ,7,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,101,257,353
 ,1,3,110,23000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,3,9,110,30000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,1,3,250,80000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,3,12,98,20000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,4,120,20000, ,5,7,0,0,0,0,0,0,0,0,0,1, ,2,21,64,101,256,351
 ,2,3,80,3000, ,9,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,102,259,356
 ,3,7,150,50000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,1,4,270,85000, ,6,9,0,0,0,0,1,0,0,0,0,0, ,2,21,61,97,245,338
 ,1,4,90,4000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,3,140,50000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,3,4,100,30000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,4,200,10000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,2,4,160,30000, ,2,2,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,349
 ,5,3,130,15000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,5,4,240,45000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,5,12,120,120000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,4,4,125,50000, ,8,8,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,357
 ,3,3,400,63000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,4,60,-3, ,7,8,0,0,0,0,1,0,0,0,0,0,电,1,21,64,101,257,352
 ,6,6,240,60000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,1,250,12000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,3,4,120,20000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,6,6,120,100000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,247,340
 ,3,4,300,60000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,1,21,64,101,257,352
 ,3,4,50,50000, ,9,9,0,0,0,0,1,0,0,0,0,0,电,1,21,64,101,257,352
 ,3,9,90,100000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,4,75,30000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,4,130,20000, ,6,9,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,349
 ,2,6,300,10000, ,9,9,0,0,0,0,1,0,0,0,0,0,电,2,21,64,101,257,353
 ,2,3,240,20000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,7,85,30000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,5,1,160,20000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,8,6,400,50000, ,8,9,0,0,0,0,0,0,0,0,1,0, ,2,21,62,98,248,341
 ,2,1,100,5000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,6,91,100000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,1,140,50000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,247,340
 ,3,7,110,20000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,4,120,35000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,5,3,420,20000, ,9,9,0,0,0,0,1,0,0,0,0,1, ,2,21,62,98,247,340
